	F6_M_PWK	F6_F_PWK	F7_M_PWK	F10_F_PWK	F6_F_C57	F9_F_C57	F9_M_C57	F10_M_C57	F6_F_AJ	F7_M_AJ	F9_F_AJ	F9_M_AJ	F6_M_129	F7_M_129	F7_F_129	F10_F_129	F6_F_WSB	F9_M_WSB	F10_F_WSB	F10_M_WSB	F6_F_CAS	F7_M_CAS	F10_F_CAS	F10_M_CAS	F6_M_NZO	F7_F_NZO	F9_M_NZO	F10_F_NZO	F7_M_NOD	F7_F_NOD	F9_M_NOD	F9_F_NOD
Fer	0.976763512	0.932642248	0.882974253	0.981775435	0.996105187	0.944276372	1.066922732	0.959475463	1.151116082	0.980682933	1.044531066	0.933470561	1.070844743	1.031747418	1.051269109	0.950572339	1.11610096	1.048937917	0.937754173	1.05540625	1.000823864	1.061259128	1.025299953	0.972709973	0.607046899	1.088622036	1.009661039	1.108036239	1.139356007	1.127367594	1.044229009	1.125417356
Kctd12b	0.898087138	0.840798909	0.787594141	0.744093851	1.141555919	1.028888852	1.157095066	0.993858255	1.36814532	1.023266202	1.066077698	1.139816488	1.052974365	1.003294391	0.987377644	1.050013471	0.776666745	0.883279321	0.84534899	0.847970421	1.146548539	1.034957708	1.352448464	0.921413725	0.943480362	1.000227206	0.957331483	1.10000108	1.024948254	0.984988864	0.826933121	1.037291939
Rpl7	1.029943511	1.02976435	0.976374979	1.070239036	0.982750697	0.884774475	0.924565043	1.025661042	0.993622198	0.984370744	1.032735736	1.057634886	0.956219821	0.943839763	1.007128525	0.990192727	0.942487269	0.962985739	0.974762321	1.00761975	1.046980254	1.001764354	1.012301444	1.032062666	0.919560062	0.851420235	0.880015043	0.933448461	0.960970148	1.018629337	0.943902499	0.986758561
Coro1c	0.992395683	0.89285501	0.915774222	0.942285557	1.074361194	1.058941276	1.094361884	1.133321955	1.100246044	0.941531828	1.042987803	0.971321915	0.915510238	0.963118683	0.883267523	1.180406436	1.082129744	1.064410721	1.102267693	0.969593721	1.048984166	1.052262089	1.134605735	1.07125352	0.934610146	0.952614591	1.05115547	1.259253559	1.107266425	1.120521437	1.077304517	1.044207296
Eif3a	0.942952958	0.990793338	1.056118424	1.05080027	1.010236676	1.156817591	1.01526709	1.132669667	0.908060783	0.98610846	0.990584164	1.084517675	1.01136274	0.966906232	1.067794458	1.038772221	1.033099296	0.931092855	1.060594609	0.973030614	1.169384708	0.952492969	1.221366382	1.12136932	0.920570489	0.905572448	0.93356832	0.937091514	0.97473608	1.019444981	1.004121319	1.003174024
Prpf8	0.926608631	0.965548486	0.979298313	0.957969343	0.973078481	0.994955691	1.010813874	1.044090881	0.930018313	0.977521278	1.02473367	0.924758732	0.992890392	0.943686373	1.067609131	1.055166665	1.058616815	1.070932233	1.077348342	1.105306493	1.020411318	1.261287613	1.131654033	1.132685939	0.924158774	1.076567308	0.97151385	1.038795098	0.979189814	0.992454122	0.942354417	0.920102341
Nudt21	0.931400018	1.011509548	1.017114405	1.092903782	0.987596941	0.92047848	0.98380425	1.008241505	1.00273922	0.966865955	1.070766706	0.822921676	0.966046929	0.915902958	1.050125956	1.080614979	1.093081405	1.067699071	1.111459644	1.102395215	0.939212342	0.951935846	1.034739166	0.948896516	0.961743546	1.10543081	0.952040285	1.163603337	1.026640943	0.885560957	0.866827967	0.833162455
Mrpl1	1.133488846	1.041183042	1.776465409	1.106712963	1.060909164	1.13714323	1.153433353	1.025589772	0.885440914	1.040318742	0.95106294	0.90168547	0.925222322	1.207886227	1.157159614	0.882813215	0.982117539	1.004852102	1.000372615	0.836321777	0.955702253	1.120061526	1.027106164	0.978526403	0.920734393	1.005777458	0.972860366	0.957830031	1.191380509	1.093861823	1.004727248	0.885214126
Dnajc16	1.090009279	1.0109275	1.069128512	1.018524306	1.043988063	1.045233025	1.094985449	1.086126999	1.162787759	1.195965454	1.189505107	1.58468448	0.908260333	0.949969278	0.897409951	0.986785076	1.088752887	1.213690872	1.056392525	1.052571438	0.936128098	1.100015595	1.009394406	1.104974726	1.051278396	1.013583107	1.121049919	1.164378854	1.034410036	0.939065434	1.099679971	1.205450243
Alpl	0.83230659	0.847444959	0.850647664	0.88105465	0.902717619	0.837249919	0.938349125	0.878120769	1.025064249	0.840196759	1.044838432	1.091993407	0.89994104	0.958900123	1.093096208	1.059891014	1.490465362	1.359021732	1.408744234	1.420495975	1.032547862	0.704599175	0.98781621	0.823426221	0.966239056	0.98026307	1.037190737	1.123613775	0.742082445	0.814245887	0.922883592	0.808000047
Slc16a1	0.927112255	1.061238381	1.071790395	1.00406939	1.294321181	1.250911251	1.18034519	1.342958129	1.177450239	1.043246655	1.145798136	1.042695686	1.36621652	1.238056518	1.163465082	1.187799049	1.190334215	1.296795533	1.102935377	0.945756731	1.256646426	0.747279617	1.049277224	1.035569608	1.144025658	0.969396817	1.141978258	1.115049119	1.110601504	1.039595483	1.302861266	1.018896
Dync1li2	1.162500616	1.163656786	1.061902628	1.142465657	1.069913333	0.887714425	1.092522433	0.951113917	0.904872603	0.894503491	0.943304305	0.76580618	0.980690892	1.000679058	0.996977418	1.038124611	1.094515689	1.017933035	1.062853111	1.118576305	1.106775008	1.200588649	1.193219525	1.077955585	0.8738988	1.107164534	0.882478688	1.132982723	1.036122723	1.070769556	0.903133976	0.914108197
Emc3	0.995796079	0.96845785	0.892797835	0.868765729	1.054007783	0.985292647	1.010684819	1.011181308	1.044592379	1.02093335	1.032377555	1.117976092	1.003305859	0.987807501	0.97995559	0.917722082	1.00507821	0.989731363	0.915688939	0.975901744	1.081299296	1.113801461	1.011014188	1.035865114	1.060875376	0.98329709	1.022619857	0.910849938	1.105795167	1.080770866	1.100359846	1.107091328
Frmd5	1.070453726	1.083097113	0.997562191	1.094071575	0.790878826	0.828063846	0.874776463	0.815083219	1.122630782	1.086233758	1.011501509	1.166535932	0.951218361	0.991927217	0.990175289	0.943865574	0.983663949	1.011058362	0.993444138	1.178872534	1.067860322	1.254529233	1.12917285	1.105939856	0.880883317	1.056794858	0.913127973	0.959963013	1.327610454	1.037864597	1.04489624	1.046407209
Tmpo.1	1.15644627	1.283015399	1.039917376	1.137807018	0.877582739	0.899013379	0.887638743	0.966744967	0.937922748	0.936100424	1.027685963	0.886497673	0.835813099	0.90947795	1.051856587	1.058460303	1.085808785	1.172434727	1.141293673	1.160184955	1.170614339	1.141642173	1.231081333	1.162472408	0.845972085	1.043403687	0.911234452	0.974767576	0.92762472	0.9503615	0.913483937	0.847310698
Ptrh2	0.905152549	0.907438416	0.984377112	0.976759898	1.039409862	1.213417327	1.194024193	1.157285726	0.875717535	1.097477848	1.050745369	1.140559107	1.358517901	1.273279735	1.201370925	0.990805418	1.298688898	1.276622995	1.237532968	1.162205309	0.753702991	0.596283499	0.555045977	0.587122206	1.282929796	1.075466192	1.143889963	0.824756399	0.870910171	0.984922041	1.141683433	1.04601984
Rps25	0.968996954	1.002147633	0.98897128	1.067896022	0.967013398	0.988773808	0.898934417	1.040534956	0.971790466	0.968554666	0.97892099	1.031959479	0.967404757	0.938964042	1.070007806	1.026565496	1.052003358	0.989473955	1.003075628	0.974221336	1.141111935	0.884175366	1.046955674	1.015327685	0.882683111	0.839370568	0.846762065	0.869899025	0.973145808	1.001108865	0.945178651	0.957011146
Fech	1.485878092	1.586390219	1.696865882	1.518888447	1.005672412	0.892482319	0.934730321	0.947715124	0.716065892	0.736112534	0.753214932	0.782766578	0.916404576	0.937486844	0.944054571	0.880726646	0.90203661	0.899336451	0.928211662	0.929898556	0.740965611	0.722238075	0.690214819	0.677840652	1.138577204	1.2572637	1.196719254	1.288613349	0.972527158	0.835975497	0.93032297	0.929572561
Mdh1	0.79735756	0.711791475	0.808251071	0.759901536	1.010905381	0.85755239	0.606964258	1.343049893	0.734923667	0.827977387	0.864580741	0.582915209	1.017337968	1.425089061	1.06948034	1.107202205	1.420801491	1.366262179	1.174643375	0.819485263	1.112324595	0.66819044	0.85663036	0.793851041	0.939127176	0.959720489	0.943658361	1.192804156	1.484543525	0.963934057	1.621607095	1.183258951
Apool	0.94097144	0.949700304	0.899489247	0.981909608	1.03768182	1.025471871	0.978662695	1.067605493	0.975601009	1.051960171	0.936734062	0.989184308	0.996453818	1.112023424	1.07792834	1.030880417	0.959573038	0.995909095	0.980400383	0.936671109	0.964893747	0.891499049	0.863463095	0.942574265	1.079155484	0.993578611	0.990705462	1.040411263	0.994766581	1.046946482	1.078841582	1.00147777
Ptbp1	0.932018817	0.968230518	0.940637779	0.967390012	1.036369735	0.922207401	0.949473301	1.094359497	1.086728022	0.935298749	1.074256107	0.905040975	0.860353101	0.915496927	1.026198029	1.02313746	0.964518329	0.970982715	1.007855344	0.992349239	1.071504803	1.129834102	1.206454156	1.104252136	0.999156404	0.985737304	0.929826037	1.087350284	0.87969778	0.8239576	0.846327421	0.870946458
Hacd3	1.076284627	1.012069734	1.102485672	0.991363451	0.969692699	1.085412476	0.980730348	1.057676168	1.094653984	1.116745119	1.053200258	1.065216984	1.077261462	1.078362485	1.079836483	0.990366233	1.243470477	1.182393782	1.145732015	1.000459755	1.013936527	0.953709672	0.938710683	0.981608477	0.962740708	0.997752156	0.96764415	0.917390748	1.0644882	1.048066829	1.073771561	0.891985315
Ckap5	0.945654345	0.953954679	0.866156712	0.987469574	1.06709261	0.998818355	1.060120997	1.095649412	0.956187538	0.950128149	0.960073943	0.931832129	1.049603169	0.994675524	1.019651064	1.067560901	1.067518109	1.040945155	1.031098808	1.026115358	1.033571658	1.105709866	1.079946926	1.036288698	1.028255345	1.062165655	1.133374541	1.165251205	1.023408457	1.009917759	0.977303687	0.962734202
Eif3m	0.925371964	1.055985997	1.0578727	1.064849921	1.045678295	1.186139782	1.036308511	1.177488377	0.933461014	0.920474939	1.003074572	1.122642176	1.066127604	0.963765612	1.075641112	1.024401137	1.020776005	0.941045131	1.084747662	0.997349977	1.264230378	0.916947644	1.269490792	1.192777359	0.903081652	0.79922816	0.928882829	0.880701707	0.919030048	0.997312428	0.996992151	1.013016169
Bphl	0.567573125	0.405439381	0.51808515	0.577841391	0.506265511	0.533612585	0.536835117	0.548187929	0.501177711	0.632311819	0.456973406	0.424705186	0.479256037	0.75152849	0.51477652	0.4694646	0.754862639	0.678436807	0.848914277	0.454690563	4.860829932	2.794408143	7.810471609	3.542488797	0.968233579	0.726302892	0.729203277	0.66056885	0.679108765	0.622870692	0.834404661	0.971795691
Pogz	0.966833731	1.153850144	0.960003075	1.037255449	1.042637266	0.868447954	0.922632525	1.071037993	1.027381316	0.985857126	1.007490992	0.840541797	0.898662338	1.060622896	1.143031438	1.098689097	1.117414909	0.938224357	1.091191713	1.098781771	1.121577042	1.146089051	1.103021769	1.078281479	0.885488559	1.165939214	0.92957079	1.136628269	1.260960152	1.297127956	0.982579323	1.045198895
Gtf2i	0.99502916	1.060321686	0.935848996	0.991422626	0.98452363	0.94787823	0.979914207	1.035982495	1.033004538	0.916956049	1.038364535	0.91291056	0.94018974	0.951470638	1.103701336	1.182333808	1.060644941	1.062044954	1.10335343	1.126432046	0.981775359	1.210427125	1.127214453	1.102556504	0.846298977	1.10680108	0.874363001	1.054345807	0.956500634	1.078676108	0.907564373	0.957703562
Nup37	1.097876563	1.292093219	1.149265231	1.102272727	1.135997425	1.012625635	1.041854041	1.090088664	1.072853119	1.048769034	0.95747289	0.953321529	0.964254737	0.969611294	1.009133636	1.053118417	1.224791927	1.193781381	1.094892687	1.070314193	0.958984924	1.158231368	1.070684932	1.130066603	1.041578853	1.222552774	0.958790865	1.090468008	1.040161862	1.0964554	0.911832784	0.975685438
Oxnad1	0.713961949	0.651560216	0.62154505	0.665729001	1.308235189	1.016895664	1.417602935	1.007901869	1.188370412	1.362028244	1.037741786	0.913709659	1.168503101	1.250724141	1.023109783	1.003334435	1.140605996	1.041581426	1.083152457	1.215425942	0.635766573	0.899013071	0.53618895	0.573444903	0.85042545	1.370139124	0.785805896	1.340477081	1.220799671	1.093517327	0.972614982	1.00518383
Dhrs7b	1.157395191	1.133532235	1.13584519	1.150649732	0.915780424	0.934001255	0.889319942	0.946437252	1.13128429	1.227065817	1.164225777	1.214816793	0.95739817	1.011496437	0.984933028	0.902325483	0.875031777	0.857560698	0.902182521	0.8516241	0.948291625	0.931084381	0.895364102	1.039013194	0.92521005	0.974578665	0.885641805	1.045880356	0.965948203	1.068031747	1.143067661	1.039568724
Cox15	0.967351981	0.910237394	1.010265754	0.913496289	1.044064006	1.11387425	0.966702438	1.174978864	0.961513175	1.099449655	0.956140891	0.904407984	1.056118916	1.080909532	1.101536221	1.1254988	1.139494929	1.056285443	1.100510845	0.944709316	1.018275776	0.965184615	0.921150261	1.024201447	1.025280956	1.084022993	1.044880035	1.04015463	1.007667989	0.958194545	1.061613716	0.956118806
Bcas2	0.937095408	1.023289575	0.94545522	0.972951746	0.985313349	1.040297024	1.076071891	1.036444492	0.960163566	0.983334346	1.129903999	0.977942064	0.930634695	0.918242454	0.986878897	1.0170053	1.00880906	1.095816998	1.042554243	1.067810063	1.021780076	1.201468315	1.072972412	1.10370487	0.950928011	1.048876773	1.127853942	1.058017841	0.949909851	0.982408607	0.996979401	0.987807558
Ssr1	1.139958121	1.095435177	1.073343452	1.090540488	0.939464507	0.858835382	0.94934458	0.926108501	1.130531571	1.122177722	1.099160263	1.14201471	1.042700477	1.086274084	1.114546293	1.06075013	1.035215466	1.02246842	1.053256192	0.982480372	1.064602048	0.964552702	1.027982018	1.041313837	0.887483325	0.76810416	0.814830932	0.827240964	0.870248592	0.853783908	0.830749279	0.874612991
Eif5b	1.091219394	1.015840931	1.017119862	1.041155572	1.089398685	1.063830456	1.036064832	1.209385263	1.055924363	1.044142791	0.956239902	0.996747364	1.082094228	1.013647125	1.008915353	1.024820252	1.018924617	0.962095777	0.983089903	0.953529361	0.988652924	0.980144242	0.980613758	0.965775678	1.09073507	1.017273605	1.085526568	1.134969748	1.141685083	0.992841573	0.990231472	0.962872954
Rsu1	0.951179803	0.932791462	0.902718642	0.890011094	1.006629477	0.938020647	1.207762494	0.820152215	0.948728917	0.892818096	0.967594221	0.913183097	0.928833266	0.975411829	0.954011344	0.966433409	1.030738272	0.975883549	0.9271953	0.87591162	1.033253421	1.19644552	1.067131174	1.059258553	1.077359801	1.148554324	1.115556355	1.208902743	1.086169644	1.03167671	0.919574336	0.904934479
Mapre2	0.981271557	0.926698653	1.32962065	1.090467862	0.850933459	0.88542161	0.943439585	0.867034375	0.961800043	1.246082512	1.115514292	0.994074649	1.116879825	1.10071099	1.013920089	0.968347877	0.904459601	0.865790555	0.914754665	0.791310204	0.737088323	0.791751682	0.811975011	0.761735528	1.221330306	1.194736971	1.318427142	1.077180532	1.093775272	0.970303194	1.031493918	0.987066329
Pex10	0.966930304	1.083340522	0.833614391	1.126214405	1.135766192	1.01375307	0.997171134	1.243954892	1.149977599	1.249832283	1.23714387	1.368077104	1.290723645	1.023199811	1.026400186	1.124643273	1.329535767	1.060038764	1.135313391	1.154515808	0.917929945	0.728598066	1.039589729	1.032416603	1.040255129	0.868062952	1.046577508	1.20708465	1.040489895	1.099855924	1.173862701	1.138335278
Hcfc1	0.984689262	1.037928154	0.900099579	0.966939041	0.957737864	0.912142874	0.928921434	1.020638699	1.017708553	0.925036507	1.04175288	0.888975008	0.877223592	0.889826326	1.016278845	1.085343889	1.026758736	1.055697773	1.076682991	1.109911467	1.040885484	1.201915986	1.157082731	1.068398894	0.872356577	1.109194737	0.895833411	1.074482388	0.964245698	1.013448658	0.839776624	0.934140089
Frmd4a	1.093228466	1.298001135	0.956042215	1.176405243	0.845142631	0.814102228	0.793715414	0.936161136	1.34609911	1.017689993	1.023022181	0.885636308	0.830274322	1.029192622	1.074906698	0.997275449	1.292445099	1.134725004	1.078062135	1.10569622	1.205871273	1.146955322	1.14647027	1.011573182	0.6874815	1.125667139	0.731134553	1.049122796	1.29251616	1.230403803	0.840130519	0.7492843
Pdlim7	0.962751342	0.858779007	0.827129925	0.797719419	1.056110996	1.036204994	1.164181421	0.913295585	1.053180111	1.000519322	1.00917457	0.953416654	0.948272739	0.978301958	0.849280004	0.950768982	1.12733637	1.094585476	1.037205705	0.97999979	1.106768051	1.061335407	1.148830874	1.047417249	0.880011884	0.946186443	0.957891136	1.2003062	1.211364989	1.297419106	1.09133102	0.950206615
Usp39	0.938139914	0.881138185	1.043852034	1.058455532	1.036967731	1.006729212	1.064544688	1.066002787	1.123785261	1.006219045	0.972988309	1.100122639	0.846237779	1.007999966	1.085436602	1.074324509	0.939882529	1.080540345	1.096476684	1.062381271	0.925529808	1.106219526	1.064022946	1.091549062	0.977679982	1.049985103	1.127471668	1.092403603	1.011899727	0.990904739	0.992274138	0.993734692
Sf3b3	0.977675924	1.045508829	1.025183155	1.027905275	0.988466655	0.952571469	0.961412623	1.06210457	1.013670357	1.034171933	1.085026122	0.943280335	0.923534412	0.883564192	1.022580959	1.048021822	1.026242892	1.045459593	1.068837522	1.11552415	1.043729849	1.151960468	1.107837565	1.164232474	0.941046906	1.058605555	0.943702278	1.057397166	0.953778843	0.983046763	0.918322615	0.892766097
Dnajc11	0.884358666	0.863561946	0.874636147	0.884095167	0.972906868	0.975220403	0.92721608	1.007349187	1.129062459	1.285402311	1.115888779	1.209557968	1.00516686	1.133726134	1.041552312	0.98007281	0.931105995	0.95764788	0.933727555	0.88111434	1.010437401	1.014139379	0.919670814	1.028052465	1.144893463	1.031183989	1.120702197	1.100262378	0.978695453	0.956315736	1.051913735	0.92821834
Psip1	1.013870102	1.115161383	0.980424213	1.019201908	0.990937623	0.984337286	0.937023891	1.024519046	0.953639322	0.894649919	1.007282518	0.896169449	0.870223683	0.935137847	1.123765913	1.078674329	1.020554363	1.090960082	1.111179223	1.037996303	0.939629476	1.037649883	1.024481481	0.958983742	0.936497745	1.108935612	0.958881721	1.101890281	0.924167922	1.040062461	0.825742147	0.93822321
Ociad1	1.008024538	1.064984481	1.235319526	1.18100432	0.896872454	1.002045621	0.99590731	0.889827055	0.989462141	1.429928928	1.1975052	1.31404842	1.171248698	1.165945115	1.015973751	0.923278601	0.749294423	0.801717193	0.811714326	0.719515197	0.886758919	0.730553887	0.808486331	0.849293956	1.325196562	0.932629511	1.204810743	0.801567845	0.853845913	1.019481285	1.010109515	0.917213605
Stoml2	1.157883486	1.088244872	1.075017661	1.082953811	0.814470503	0.887736662	0.907798433	0.782615119	0.937042198	1.109735972	1.073791188	1.170018843	0.875538557	0.890077859	0.844904556	0.695250385	1.04422741	1.182819189	1.022013474	1.020981412	0.816887837	0.916716733	0.722472921	0.918360836	1.37368923	0.856108716	1.20272519	0.880438424	0.985388894	1.019843919	1.113787252	1.180154728
Sf3a1	0.972928366	1.034958044	1.019888792	1.036218694	0.993950707	0.979655943	1.019857404	1.037161962	0.998471584	1.010643455	1.058599493	0.947245875	0.935503818	0.935449036	1.07337958	1.046528238	1.014949622	1.011691742	1.041245787	1.100247148	1.015122151	1.170791436	1.146525471	1.170081609	0.982430149	1.079550263	1.027338127	1.070396543	1.000485568	1.017049356	0.926087784	0.941080697
Pbxip1	1.210106412	1.215095078	1.185673708	1.149858757	0.725070592	0.651890397	0.669620889	0.76550244	0.999229531	1.152669378	1.000821193	1.367151345	0.915877859	0.792663067	0.771667129	0.814178067	1.36283442	1.457412611	1.464617531	1.37956968	0.754346456	0.656383834	0.712674211	0.810002335	0.907437472	0.639329814	0.731209062	0.719388541	1.758965491	1.682944879	1.660721615	1.888340378
Pfkm	0.886461421	0.691971957	1.044970348	0.726192475	1.129206452	1.500389539	1.176816367	1.563766496	0.971171032	0.818542361	0.976918422	0.91122146	1.221167882	1.00790838	0.924780008	0.870418078	0.975912824	1.033953248	1.162303789	1.002335228	0.785481179	0.732158141	0.644402293	0.682635739	1.010269761	1.53557813	1.463520265	0.947139648	1.101567385	0.97684532	1.172207946	0.799856746
Raver1	1.012783071	1.016723939	0.958689147	0.944129765	1.025230254	1.083081119	1.073713052	1.020641986	1.077247288	1.014664222	1.051261261	0.897660228	0.91172289	0.985614102	1.031786212	1.079408821	0.980059338	1.003674956	0.973074281	1.064016968	0.965244867	1.087972205	1.199391159	1.108643633	0.914254257	0.964269598	0.900788406	1.116606373	0.836486194	0.904276686	0.942191513	0.925027049
Farsb	0.943028033	0.964189572	0.924319118	0.988130333	0.968084063	0.917320316	0.951815681	1.012992869	0.862845451	0.897465181	0.946433467	0.985042633	0.999789281	1.00945971	1.053151245	1.044259801	1.014528179	1.017497727	1.048961588	1.109707004	1.099098317	1.030058379	1.043832816	1.044983698	0.815670377	0.935438023	0.905701558	0.964718234	1.085328375	1.114943647	1.048209175	1.110784763
Ssr4	1.050493777	1.059903304	1.041753995	1.050119448	0.925586195	0.885577178	0.905769538	0.981602405	1.005059916	1.043642373	1.059674552	1.232653646	0.986663874	1.035575129	1.01786342	1.064742085	1.020646574	1.028721511	1.03226507	1.028553917	1.032608955	0.999355496	1.082578336	1.065435059	0.902857382	0.90899915	0.841474002	0.919649819	0.860127283	0.851044175	0.873058679	0.939527199
Rbm42	0.974358995	1.044085336	0.996050007	1.185811454	1.012611182	1.06527353	1.000515678	1.164724618	0.977474684	0.994624019	1.061826956	1.015652531	0.937391427	0.922528285	1.138341429	1.084487484	1.053077349	1.177476457	1.230073931	1.321550112	1.021295147	1.160099564	1.349161663	1.30391571	1.0284318	1.072597946	1.136810864	1.323384356	0.964956809	0.916018048	0.951392799	0.93547977
Sptan1.1	1.092028169	1.13118059	1.035647337	1.11837899	0.994279828	0.88539916	0.955172363	1.003489296	1.098738222	1.02714265	1.060401258	1.019534739	0.989244819	1.008564925	1.071232068	1.085917703	0.924762498	0.91149297	0.98156175	0.985137465	1.021263777	1.07779894	1.068402198	1.016301544	0.794566112	0.951650529	0.832194057	1.025049443	1.051351272	1.017653172	0.974904028	1.016416281
Lsm6	0.954796853	1.008094874	0.940681947	1.052964411	0.996138863	1.006435748	1.002832417	1.083702662	1.02131415	0.884328306	1.008637799	1.033526165	0.985784176	0.868632274	0.974828023	1.073936418	1.032328605	1.021023749	1.084807367	1.078047979	1.062957477	0.967791876	1.154223014	1.165024828	0.938317325	0.916607987	1.029043545	1.084355771	0.841282599	0.905132055	0.958423305	1.020031596
Ipo5	1.024794216	1.186749731	0.944182196	1.435730858	0.810700125	1.004121904	0.936616112	0.954270192	0.836588004	1.013370008	1.057577847	0.944272855	0.828504051	1.073027958	0.962956028	1.14903883	0.959198313	1.036254677	1.235792782	1.24972839	1.771261427	1.196434551	2.931863776	2.045506655	0.770121804	1.156159465	0.905793443	0.743240141	1.141441351	1.029805599	0.974401219	1.116342759
Scrib	1.036270542	1.12257127	0.786864222	1.169515342	1.012681658	1.051141953	0.886862771	1.263345018	1.096448314	0.852994498	0.823033454	1.026834218	1.080359877	1.144775812	1.00026074	1.211311696	1.067246854	0.825071067	1.201880096	1.12630828	1.098012433	0.821579883	1.103716741	1.204091633	0.977432951	0.984387074	0.864634807	1.178076475	0.786260543	0.814169302	0.918443931	0.8826175
Smarcc2	0.987369714	1.026730942	0.914166166	1.004893829	0.980347883	0.937451211	0.95286626	1.045198787	1.023504935	0.918660122	1.062321421	0.920531335	0.871628364	0.928158981	1.016689615	1.07559908	0.995098983	1.004454824	1.027480328	1.076185252	0.996099525	1.159839552	1.144025447	1.112514458	0.934747857	1.051210363	0.970018222	1.11540496	0.9547792	1.007957952	0.920475895	0.96634345
Hmgb2	0.742109204	0.791427552	0.771988606	0.736867175	1.049323378	0.983581982	0.955717991	1.064326888	1.168187743	0.852768395	1.01300682	0.791695117	0.876588847	0.854870384	0.915723025	0.994103587	1.026880016	0.914439606	1.016937915	1.018569005	1.141836753	1.288338404	1.322021573	1.12215284	1.024626685	1.172466465	1.021179746	1.111690235	0.91744278	0.993530916	0.749957691	0.825187613
Mink1	0.604437556	0.622489748	0.657505771	0.57363388	0.877593831	1.137917001	1.041077061	0.961753392	1.055814378	1.156536318	0.986390995	0.844511135	0.958934524	0.944580861	0.922559073	1.072206817	1.170052877	0.888944788	1.11120957	1.016322398	1.168373929	1.231738716	1.270743319	1.224187737	0.928635668	0.964077227	0.8474453	1.379554678	1.130841789	0.919902732	1.004729104	0.900079057
Cd38	1.393143301	1.127105435	0.483104327	1.01680507	0.958783656	0.956045242	1.061438292	0.93344665	1.019406986	1.156522625	1.113031172	1.059790651	0.894393068	0.964356198	0.769699155	1.276059903	1.166416987	1.483698343	1.293399168	1.132453746	0.900981291	1.209541632	1.134199157	0.934110371	0.922439981	1.400815917	0.979510407	1.095768959	0.902034866	0.898066593	1.012409967	1.066009759
Exoc5	1.033332221	1.012249867	1.00305948	1.047861111	1.015966038	1.037423399	0.996875872	1.043769989	1.028058774	1.110984408	1.140944971	0.983027847	0.962685717	0.977998346	0.950494529	1.026795952	1.074815068	1.003576939	1.072081926	0.881766793	0.964968006	0.911949366	0.934231507	0.80520314	0.939736933	1.005987788	1.10160099	1.028093602	1.007495109	0.995850435	1.044364628	0.985874539
Tefm	1.066283746	0.976458552	0.996155532	1.010548125	1.119613448	1.011216125	1.028871633	1.088852677	0.945536275	0.923172244	0.922648524	1.014498705	1.058152306	1.148983306	1.00737594	1.052544338	0.877007822	0.855565756	0.894488273	0.872478466	0.995045128	1.115846404	0.938758824	1.146332016	1.027001333	0.929924652	0.972469424	1.053300226	1.020690337	0.894510254	0.896075566	0.969852176
Myl6	0.908647125	0.794278155	0.858772587	0.718126206	1.025003957	1.071619232	1.331317704	0.752581737	1.063819341	0.96382853	1.014623095	0.934170185	0.819682979	1.001648279	0.725260811	0.873989124	1.549894696	1.274181407	0.94288825	0.770149902	0.958040233	0.962461813	0.955942328	0.810827263	0.881832742	0.928455927	1.165411361	1.248178847	1.407901732	1.767010104	1.247278944	1.126404968
X4833439L19Rik	1.380251517	1.184367027	1.0662791	1.24283115	0.945885221	0.87756876	0.868582909	0.943831134	0.991897364	0.952492658	0.878427279	0.784251035	0.939309456	0.963442468	0.989241861	0.998848608	1.200008866	1.036641952	1.261343016	1.295889377	1.073067749	1.302169393	1.0711922	1.025481866	1.248318791	1.068308252	0.863730265	1.127139762	0.971086747	0.94771982	0.898252389	1.06718194
Ca4	1.120078125	1.135441534	1.119092831	1.131476449	0.901214787	0.78523558	0.849428946	0.906990012	0.884057204	0.71446382	0.832077935	0.700056194	0.978209604	1.037606286	1.182768082	1.258792113	1.193960872	1.320854085	1.315736569	1.28225729	1.089100155	0.990887353	1.080430613	1.153614363	0.835021676	0.915050613	0.706549105	1.055692101	0.888488521	1.017413624	1.108500591	0.854299425
Supt16	0.949500219	1.10022259	1.020184179	1.043573022	1.03377926	0.952830513	0.997908842	0.977206296	1.040022072	0.970101923	1.060396961	0.914892618	1.001703181	0.889068404	0.977551628	1.00015809	1.038889311	0.945095004	0.94671198	1.003340457	1.111083105	1.228009129	1.226740328	1.216347323	0.962328374	1.061293158	1.077654119	1.094687699	0.962520603	0.973043164	0.884998725	0.866564338
Adprhl1	1.203016349	1.139859076	1.212873803	1.25102039	0.850518156	0.762697946	0.732349715	0.87156219	0.87479035	0.872593502	0.769483334	0.798050031	0.808113455	0.784070528	0.779425303	0.808986727	0.976247021	1.011882341	1.016007753	1.052595876	1.50465666	1.679766337	1.935198893	1.511109323	1.019314127	0.963937696	0.997646658	1.002510459	0.961493367	0.985525732	0.922017169	1.014510225
Arvcf	1.109402457	1.099353746	0.996426443	0.992976662	1.098555186	1.068145175	1.113423265	1.040801872	0.945347866	0.9083581	0.947994237	0.965334405	1.067893364	1.134797143	1.096397618	1.117570333	0.953318659	1.057494122	1.153443313	1.033750878	0.999924008	1.131225714	1.062104233	1.082284708	1.064242206	1.154282187	1.102436439	1.262890311	1.013986847	1.02545046	1.059505675	1.060123438
